record_id,platform,segment_scope,period,year,frequency,geography_scope,geography_evidence,transaction_measure,transaction_value,revenue_measure,revenue_value,currency,unit_scale,transaction_status,revenue_status,source_file,source_locator,source_url,reporting_vintage,period_match,scope_match,directness_class,sample_family,canonical_record,admission_status,admission_reason,structural_break,source_dataset,full_pair,positive_denominator,ratio_eligible
OBS-0085,Blibli/GDN,1P Retail,2022Q3,2022.0,quarter,issuer/segment scope; geography under review,not confirmed as explicit Indonesia-only pair,TPV,2697.0,net revenue,2408.0,IDR,billion,direct issuer disclosure,direct issuer disclosure,raw_sources/blibli_q32023_linked_0.pdf,page 2,https://asset-about.blibli.com/2023/11/Earnings-Release-9M23-PT-Global-Digital-Niaga-Tbk-1.pdf,blibli_q32023_linked_0,yes,same issuer table; definition review pending,direct_pair_issuer_or_segment,blibli_reported_source_universe,True,candidate_pending_geography_and_scope,reported_cells_extracted; geography_and_scope_review_pending,,data/longitudinal/blibli_reported_pairs_all_vintages.csv,True,True,True
OBS-0086,Blibli/GDN,3P Retail,2022Q3,2022.0,quarter,issuer/segment scope; geography under review,not confirmed as explicit Indonesia-only pair,TPV,10045.0,net revenue,87.0,IDR,billion,direct issuer disclosure,direct issuer disclosure,raw_sources/blibli_q32023_linked_0.pdf,page 2,https://asset-about.blibli.com/2023/11/Earnings-Release-9M23-PT-Global-Digital-Niaga-Tbk-1.pdf,blibli_q32023_linked_0,yes,same issuer table; definition review pending,direct_pair_issuer_or_segment,blibli_reported_source_universe,True,candidate_pending_geography_and_scope,reported_cells_extracted; geography_and_scope_review_pending,,data/longitudinal/blibli_reported_pairs_all_vintages.csv,True,True,True
OBS-0087,Blibli/GDN,Institutions,2022Q3,2022.0,quarter,issuer/segment scope; geography under review,not confirmed as explicit Indonesia-only pair,TPV,2741.0,net revenue,455.0,IDR,billion,direct issuer disclosure,direct issuer disclosure,raw_sources/blibli_q32023_linked_0.pdf,page 2,https://asset-about.blibli.com/2023/11/Earnings-Release-9M23-PT-Global-Digital-Niaga-Tbk-1.pdf,blibli_q32023_linked_0,yes,same issuer table; definition review pending,direct_pair_issuer_or_segment,blibli_reported_source_universe,True,candidate_pending_geography_and_scope,reported_cells_extracted; geography_and_scope_review_pending,,data/longitudinal/blibli_reported_pairs_all_vintages.csv,True,True,True
OBS-0088,Blibli/GDN,Physical Stores,2022Q3,2022.0,quarter,issuer/segment scope; geography under review,not confirmed as explicit Indonesia-only pair,TPV,968.0,net revenue,862.0,IDR,billion,direct issuer disclosure,direct issuer disclosure,raw_sources/blibli_q32023_linked_0.pdf,page 2,https://asset-about.blibli.com/2023/11/Earnings-Release-9M23-PT-Global-Digital-Niaga-Tbk-1.pdf,blibli_q32023_linked_0,yes,same issuer table; definition review pending,direct_pair_issuer_or_segment,blibli_reported_source_universe,True,candidate_pending_geography_and_scope,reported_cells_extracted; geography_and_scope_review_pending,,data/longitudinal/blibli_reported_pairs_all_vintages.csv,True,True,True
OBS-0089,Blibli/GDN,Group,2022Q3,2022.0,quarter,issuer/segment scope; geography under review,not confirmed as explicit Indonesia-only pair,TPV,16451.0,net revenue,3812.0,IDR,billion,direct issuer disclosure,direct issuer disclosure,raw_sources/blibli_q32023_linked_0.pdf,page 2,https://asset-about.blibli.com/2023/11/Earnings-Release-9M23-PT-Global-Digital-Niaga-Tbk-1.pdf,blibli_q32023_linked_0,yes,same issuer table; definition review pending,direct_pair_issuer_or_segment,blibli_reported_source_universe,True,candidate_pending_geography_and_scope,reported_cells_extracted; geography_and_scope_review_pending,,data/longitudinal/blibli_reported_pairs_all_vintages.csv,True,True,True
OBS-0090,Blibli/GDN,1P Retail,2023M9,2023.0,cumulative_9m,issuer/segment scope; geography under review,not confirmed as explicit Indonesia-only pair,TPV,6242.0,net revenue,5430.0,IDR,billion,direct issuer disclosure,direct issuer disclosure,raw_sources/blibli_q32023_linked_0.pdf,page 2,https://asset-about.blibli.com/2023/11/Earnings-Release-9M23-PT-Global-Digital-Niaga-Tbk-1.pdf,blibli_q32023_linked_0,yes,same issuer table; definition review pending,direct_pair_issuer_or_segment,blibli_reported_source_universe,True,candidate_pending_geography_and_scope,reported_cells_extracted; geography_and_scope_review_pending,,data/longitudinal/blibli_reported_pairs_all_vintages.csv,True,True,True
OBS-0091,Blibli/GDN,3P Retail,2023M9,2023.0,cumulative_9m,issuer/segment scope; geography under review,not confirmed as explicit Indonesia-only pair,TPV,37948.0,net revenue,845.0,IDR,billion,direct issuer disclosure,direct issuer disclosure,raw_sources/blibli_q32023_linked_0.pdf,page 2,https://asset-about.blibli.com/2023/11/Earnings-Release-9M23-PT-Global-Digital-Niaga-Tbk-1.pdf,blibli_q32023_linked_0,yes,same issuer table; definition review pending,direct_pair_issuer_or_segment,blibli_reported_source_universe,True,candidate_pending_geography_and_scope,reported_cells_extracted; geography_and_scope_review_pending,,data/longitudinal/blibli_reported_pairs_all_vintages.csv,True,True,True
OBS-0092,Blibli/GDN,Institutions,2023M9,2023.0,cumulative_9m,issuer/segment scope; geography under review,not confirmed as explicit Indonesia-only pair,TPV,6941.0,net revenue,2110.0,IDR,billion,direct issuer disclosure,direct issuer disclosure,raw_sources/blibli_q32023_linked_0.pdf,page 2,https://asset-about.blibli.com/2023/11/Earnings-Release-9M23-PT-Global-Digital-Niaga-Tbk-1.pdf,blibli_q32023_linked_0,yes,same issuer table; definition review pending,direct_pair_issuer_or_segment,blibli_reported_source_universe,True,candidate_pending_geography_and_scope,reported_cells_extracted; geography_and_scope_review_pending,,data/longitudinal/blibli_reported_pairs_all_vintages.csv,True,True,True
OBS-0093,Blibli/GDN,Physical Stores,2023M9,2023.0,cumulative_9m,issuer/segment scope; geography under review,not confirmed as explicit Indonesia-only pair,TPV,3493.0,net revenue,3077.0,IDR,billion,direct issuer disclosure,direct issuer disclosure,raw_sources/blibli_q32023_linked_0.pdf,page 2,https://asset-about.blibli.com/2023/11/Earnings-Release-9M23-PT-Global-Digital-Niaga-Tbk-1.pdf,blibli_q32023_linked_0,yes,same issuer table; definition review pending,direct_pair_issuer_or_segment,blibli_reported_source_universe,True,candidate_pending_geography_and_scope,reported_cells_extracted; geography_and_scope_review_pending,,data/longitudinal/blibli_reported_pairs_all_vintages.csv,True,True,True
OBS-0094,Blibli/GDN,Group,2023M9,2023.0,cumulative_9m,issuer/segment scope; geography under review,not confirmed as explicit Indonesia-only pair,TPV,54624.0,net revenue,11462.0,IDR,billion,direct issuer disclosure,direct issuer disclosure,raw_sources/blibli_q32023_linked_0.pdf,page 2,https://asset-about.blibli.com/2023/11/Earnings-Release-9M23-PT-Global-Digital-Niaga-Tbk-1.pdf,blibli_q32023_linked_0,yes,same issuer table; definition review pending,direct_pair_issuer_or_segment,blibli_reported_source_universe,True,candidate_pending_geography_and_scope,reported_cells_extracted; geography_and_scope_review_pending,,data/longitudinal/blibli_reported_pairs_all_vintages.csv,True,True,True
OBS-0095,Blibli/GDN,1P Retail,2022M9,2022.0,cumulative_9m,issuer/segment scope; geography under review,not confirmed as explicit Indonesia-only pair,TPV,7310.0,net revenue,6567.0,IDR,billion,direct issuer disclosure,direct issuer disclosure,raw_sources/blibli_q32023_linked_0.pdf,page 2,https://asset-about.blibli.com/2023/11/Earnings-Release-9M23-PT-Global-Digital-Niaga-Tbk-1.pdf,blibli_q32023_linked_0,yes,same issuer table; definition review pending,direct_pair_issuer_or_segment,blibli_reported_source_universe,True,candidate_pending_geography_and_scope,reported_cells_extracted; geography_and_scope_review_pending,,data/longitudinal/blibli_reported_pairs_all_vintages.csv,True,True,True
OBS-0096,Blibli/GDN,3P Retail,2022M9,2022.0,cumulative_9m,issuer/segment scope; geography under review,not confirmed as explicit Indonesia-only pair,TPV,24274.0,net revenue,157.0,IDR,billion,direct issuer disclosure,direct issuer disclosure,raw_sources/blibli_q32023_linked_0.pdf,page 2,https://asset-about.blibli.com/2023/11/Earnings-Release-9M23-PT-Global-Digital-Niaga-Tbk-1.pdf,blibli_q32023_linked_0,yes,same issuer table; definition review pending,direct_pair_issuer_or_segment,blibli_reported_source_universe,True,candidate_pending_geography_and_scope,reported_cells_extracted; geography_and_scope_review_pending,,data/longitudinal/blibli_reported_pairs_all_vintages.csv,True,True,True
OBS-0097,Blibli/GDN,Institutions,2022M9,2022.0,cumulative_9m,issuer/segment scope; geography under review,not confirmed as explicit Indonesia-only pair,TPV,6095.0,net revenue,1185.0,IDR,billion,direct issuer disclosure,direct issuer disclosure,raw_sources/blibli_q32023_linked_0.pdf,page 2,https://asset-about.blibli.com/2023/11/Earnings-Release-9M23-PT-Global-Digital-Niaga-Tbk-1.pdf,blibli_q32023_linked_0,yes,same issuer table; definition review pending,direct_pair_issuer_or_segment,blibli_reported_source_universe,True,candidate_pending_geography_and_scope,reported_cells_extracted; geography_and_scope_review_pending,,data/longitudinal/blibli_reported_pairs_all_vintages.csv,True,True,True
OBS-0098,Blibli/GDN,Physical Stores,2022M9,2022.0,cumulative_9m,issuer/segment scope; geography under review,not confirmed as explicit Indonesia-only pair,TPV,2918.0,net revenue,2614.0,IDR,billion,direct issuer disclosure,direct issuer disclosure,raw_sources/blibli_q32023_linked_0.pdf,page 2,https://asset-about.blibli.com/2023/11/Earnings-Release-9M23-PT-Global-Digital-Niaga-Tbk-1.pdf,blibli_q32023_linked_0,yes,same issuer table; definition review pending,direct_pair_issuer_or_segment,blibli_reported_source_universe,True,candidate_pending_geography_and_scope,reported_cells_extracted; geography_and_scope_review_pending,,data/longitudinal/blibli_reported_pairs_all_vintages.csv,True,True,True
OBS-0099,Blibli/GDN,Group,2022M9,2022.0,cumulative_9m,issuer/segment scope; geography under review,not confirmed as explicit Indonesia-only pair,TPV,40597.0,net revenue,10523.0,IDR,billion,direct issuer disclosure,direct issuer disclosure,raw_sources/blibli_q32023_linked_0.pdf,page 2,https://asset-about.blibli.com/2023/11/Earnings-Release-9M23-PT-Global-Digital-Niaga-Tbk-1.pdf,blibli_q32023_linked_0,yes,same issuer table; definition review pending,direct_pair_issuer_or_segment,blibli_reported_source_universe,True,candidate_pending_geography_and_scope,reported_cells_extracted; geography_and_scope_review_pending,,data/longitudinal/blibli_reported_pairs_all_vintages.csv,True,True,True
OBS-0100,Blibli/GDN,1P Retail,FY2022,2022.0,annual,issuer/segment scope; geography under review,not confirmed as explicit Indonesia-only pair,TPV,9940.0,net revenue,8902.0,IDR,billion,direct issuer disclosure; manually remapped,direct issuer disclosure; manually remapped,sources/core_public_documents/blibli_q12023_verified.pdf,page 2; FY22,https://asset-about.blibli.com/2023/05/Earnings-Release-1Q23-PT-Global-Digital-Niaga-Tbk.pdf,blibli_q12023_verified,yes,same issuer table; definition review pending,direct_pair_issuer_or_segment,blibli_q1_verified_replacement,False,lineage_duplicate_of_fy2022_release,Annual comparative; overlaps FY2022 release.,,data/longitudinal/blibli_q1_2023_corrected_extract.csv,True,True,True
OBS-0101,Blibli/GDN,3P Retail,FY2022,2022.0,annual,issuer/segment scope; geography under review,not confirmed as explicit Indonesia-only pair,TPV,37050.0,net revenue,199.0,IDR,billion,direct issuer disclosure; manually remapped,direct issuer disclosure; manually remapped,sources/core_public_documents/blibli_q12023_verified.pdf,page 2; FY22,https://asset-about.blibli.com/2023/05/Earnings-Release-1Q23-PT-Global-Digital-Niaga-Tbk.pdf,blibli_q12023_verified,yes,same issuer table; definition review pending,direct_pair_issuer_or_segment,blibli_q1_verified_replacement,False,lineage_duplicate_of_fy2022_release,3P includes e-commerce and online travel agent platforms.,,data/longitudinal/blibli_q1_2023_corrected_extract.csv,True,True,True
OBS-0102,Blibli/GDN,Institutions,FY2022,2022.0,annual,issuer/segment scope; geography under review,not confirmed as explicit Indonesia-only pair,TPV,10433.0,net revenue,2615.0,IDR,billion,direct issuer disclosure; manually remapped,direct issuer disclosure; manually remapped,sources/core_public_documents/blibli_q12023_verified.pdf,page 2; FY22,https://asset-about.blibli.com/2023/05/Earnings-Release-1Q23-PT-Global-Digital-Niaga-Tbk.pdf,blibli_q12023_verified,yes,same issuer table; definition review pending,direct_pair_issuer_or_segment,blibli_q1_verified_replacement,False,lineage_duplicate_of_fy2022_release,Annual comparative; overlaps FY2022 release.,,data/longitudinal/blibli_q1_2023_corrected_extract.csv,True,True,True
OBS-0103,Blibli/GDN,Physical Stores,FY2022,2022.0,annual,issuer/segment scope; geography under review,not confirmed as explicit Indonesia-only pair,TPV,3973.0,net revenue,3553.0,IDR,billion,direct issuer disclosure; manually remapped,direct issuer disclosure; manually remapped,sources/core_public_documents/blibli_q12023_verified.pdf,page 2; FY22,https://asset-about.blibli.com/2023/05/Earnings-Release-1Q23-PT-Global-Digital-Niaga-Tbk.pdf,blibli_q12023_verified,yes,same issuer table; definition review pending,direct_pair_issuer_or_segment,blibli_q1_verified_replacement,False,lineage_duplicate_of_fy2022_release,Annual comparative; overlaps FY2022 release.,,data/longitudinal/blibli_q1_2023_corrected_extract.csv,True,True,True
OBS-0104,Blibli/GDN,Group,FY2022,2022.0,annual,issuer/segment scope; geography under review,not confirmed as explicit Indonesia-only pair,TPV,61396.0,net revenue,15269.0,IDR,billion,direct issuer disclosure; manually remapped,direct issuer disclosure; manually remapped,sources/core_public_documents/blibli_q12023_verified.pdf,page 2; FY22,https://asset-about.blibli.com/2023/05/Earnings-Release-1Q23-PT-Global-Digital-Niaga-Tbk.pdf,blibli_q12023_verified,yes,same issuer table; definition review pending,direct_pair_issuer_or_segment,blibli_q1_verified_replacement,False,lineage_duplicate_of_fy2022_release,Annual total; do not add to segments as another independent observation.,,data/longitudinal/blibli_q1_2023_corrected_extract.csv,True,True,True
OBS-0105,Blibli/GDN,1P Retail,2023Q1,2023.0,quarter,issuer/segment scope; geography under review,not confirmed as explicit Indonesia-only pair,TPV,2399.0,net revenue,2094.0,IDR,billion,direct issuer disclosure; manually remapped,direct issuer disclosure; manually remapped,sources/core_public_documents/blibli_q12023_verified.pdf,page 2; 1Q23,https://asset-about.blibli.com/2023/05/Earnings-Release-1Q23-PT-Global-Digital-Niaga-Tbk.pdf,blibli_q12023_verified,yes,same issuer table; definition review pending,direct_pair_issuer_or_segment,blibli_q1_verified_replacement,True,candidate_pending_geography_and_scope,Quarterly flow.,,data/longitudinal/blibli_q1_2023_corrected_extract.csv,True,True,True
OBS-0106,Blibli/GDN,3P Retail,2023Q1,2023.0,quarter,issuer/segment scope; geography under review,not confirmed as explicit Indonesia-only pair,TPV,13316.0,net revenue,275.0,IDR,billion,direct issuer disclosure; manually remapped,direct issuer disclosure; manually remapped,sources/core_public_documents/blibli_q12023_verified.pdf,page 2; 1Q23,https://asset-about.blibli.com/2023/05/Earnings-Release-1Q23-PT-Global-Digital-Niaga-Tbk.pdf,blibli_q12023_verified,yes,same issuer table; definition review pending,direct_pair_issuer_or_segment,blibli_q1_verified_replacement,True,candidate_pending_geography_and_scope,3P includes e-commerce and online travel agent platforms.,,data/longitudinal/blibli_q1_2023_corrected_extract.csv,True,True,True
OBS-0107,Blibli/GDN,Institutions,2023Q1,2023.0,quarter,issuer/segment scope; geography under review,not confirmed as explicit Indonesia-only pair,TPV,1074.0,net revenue,461.0,IDR,billion,direct issuer disclosure; manually remapped,direct issuer disclosure; manually remapped,sources/core_public_documents/blibli_q12023_verified.pdf,page 2; 1Q23,https://asset-about.blibli.com/2023/05/Earnings-Release-1Q23-PT-Global-Digital-Niaga-Tbk.pdf,blibli_q12023_verified,yes,same issuer table; definition review pending,direct_pair_issuer_or_segment,blibli_q1_verified_replacement,True,candidate_pending_geography_and_scope,Quarterly flow.,,data/longitudinal/blibli_q1_2023_corrected_extract.csv,True,True,True
OBS-0108,Blibli/GDN,Physical Stores,2023Q1,2023.0,quarter,issuer/segment scope; geography under review,not confirmed as explicit Indonesia-only pair,TPV,1126.0,net revenue,1000.0,IDR,billion,direct issuer disclosure; manually remapped,direct issuer disclosure; manually remapped,sources/core_public_documents/blibli_q12023_verified.pdf,page 2; 1Q23,https://asset-about.blibli.com/2023/05/Earnings-Release-1Q23-PT-Global-Digital-Niaga-Tbk.pdf,blibli_q12023_verified,yes,same issuer table; definition review pending,direct_pair_issuer_or_segment,blibli_q1_verified_replacement,True,candidate_pending_geography_and_scope,Quarterly flow.,,data/longitudinal/blibli_q1_2023_corrected_extract.csv,True,True,True
OBS-0109,Blibli/GDN,Group,2023Q1,2023.0,quarter,issuer/segment scope; geography under review,not confirmed as explicit Indonesia-only pair,TPV,17915.0,net revenue,3830.0,IDR,billion,direct issuer disclosure; manually remapped,direct issuer disclosure; manually remapped,sources/core_public_documents/blibli_q12023_verified.pdf,page 2; 1Q23,https://asset-about.blibli.com/2023/05/Earnings-Release-1Q23-PT-Global-Digital-Niaga-Tbk.pdf,blibli_q12023_verified,yes,same issuer table; definition review pending,direct_pair_issuer_or_segment,blibli_q1_verified_replacement,True,candidate_pending_geography_and_scope,Quarterly total; do not add to segments as another independent observation.,,data/longitudinal/blibli_q1_2023_corrected_extract.csv,True,True,True
OBS-0110,Blibli/GDN,1P Retail,2022Q1,2022.0,quarter,issuer/segment scope; geography under review,not confirmed as explicit Indonesia-only pair,TPV,2129.0,net revenue,1909.0,IDR,billion,direct issuer disclosure; manually remapped,direct issuer disclosure; manually remapped,sources/core_public_documents/blibli_q12023_verified.pdf,page 2; 1Q22,https://asset-about.blibli.com/2023/05/Earnings-Release-1Q23-PT-Global-Digital-Niaga-Tbk.pdf,blibli_q12023_verified,yes,same issuer table; definition review pending,direct_pair_issuer_or_segment,blibli_q1_verified_replacement,True,candidate_pending_geography_and_scope,Quarterly comparative.,,data/longitudinal/blibli_q1_2023_corrected_extract.csv,True,True,True
OBS-0111,Blibli/GDN,3P Retail,2022Q1,2022.0,quarter,issuer/segment scope; geography under review,not confirmed as explicit Indonesia-only pair,TPV,5632.0,net revenue,40.0,IDR,billion,direct issuer disclosure; manually remapped,direct issuer disclosure; manually remapped,sources/core_public_documents/blibli_q12023_verified.pdf,page 2; 1Q22,https://asset-about.blibli.com/2023/05/Earnings-Release-1Q23-PT-Global-Digital-Niaga-Tbk.pdf,blibli_q12023_verified,yes,same issuer table; definition review pending,direct_pair_issuer_or_segment,blibli_q1_verified_replacement,True,candidate_pending_geography_and_scope,3P includes e-commerce and online travel agent platforms.,,data/longitudinal/blibli_q1_2023_corrected_extract.csv,True,True,True
OBS-0112,Blibli/GDN,Institutions,2022Q1,2022.0,quarter,issuer/segment scope; geography under review,not confirmed as explicit Indonesia-only pair,TPV,1354.0,net revenue,370.0,IDR,billion,direct issuer disclosure; manually remapped,direct issuer disclosure; manually remapped,sources/core_public_documents/blibli_q12023_verified.pdf,page 2; 1Q22,https://asset-about.blibli.com/2023/05/Earnings-Release-1Q23-PT-Global-Digital-Niaga-Tbk.pdf,blibli_q12023_verified,yes,same issuer table; definition review pending,direct_pair_issuer_or_segment,blibli_q1_verified_replacement,True,candidate_pending_geography_and_scope,Quarterly comparative.,,data/longitudinal/blibli_q1_2023_corrected_extract.csv,True,True,True
OBS-0113,Blibli/GDN,Physical Stores,2022Q1,2022.0,quarter,issuer/segment scope; geography under review,not confirmed as explicit Indonesia-only pair,TPV,938.0,net revenue,849.0,IDR,billion,direct issuer disclosure; manually remapped,direct issuer disclosure; manually remapped,sources/core_public_documents/blibli_q12023_verified.pdf,page 2; 1Q22,https://asset-about.blibli.com/2023/05/Earnings-Release-1Q23-PT-Global-Digital-Niaga-Tbk.pdf,blibli_q12023_verified,yes,same issuer table; definition review pending,direct_pair_issuer_or_segment,blibli_q1_verified_replacement,True,candidate_pending_geography_and_scope,Quarterly comparative.,,data/longitudinal/blibli_q1_2023_corrected_extract.csv,True,True,True
OBS-0114,Blibli/GDN,Group,2022Q1,2022.0,quarter,issuer/segment scope; geography under review,not confirmed as explicit Indonesia-only pair,TPV,10053.0,net revenue,3168.0,IDR,billion,direct issuer disclosure; manually remapped,direct issuer disclosure; manually remapped,sources/core_public_documents/blibli_q12023_verified.pdf,page 2; 1Q22,https://asset-about.blibli.com/2023/05/Earnings-Release-1Q23-PT-Global-Digital-Niaga-Tbk.pdf,blibli_q12023_verified,yes,same issuer table; definition review pending,direct_pair_issuer_or_segment,blibli_q1_verified_replacement,True,candidate_pending_geography_and_scope,Quarterly total; do not add to segments as another independent observation.,,data/longitudinal/blibli_q1_2023_corrected_extract.csv,True,True,True
OBS-0115,Blibli/GDN,1P Retail,FY2019,2019.0,annual,issuer/segment scope; geography under review,Prospectus p88 states historical revenue from Indonesian operations; transaction-location scope still to assess,TPV,4331469.0,net revenue,3721903.0,IDR,million,direct prospectus transcription,direct prospectus transcription,raw_sources/blibli_prospectus.pdf,Operating metrics printed p32 (PDF p58); Revenue components printed p38,,,yes,same segment and year,direct_pair_segment_or_group,blibli_prospectus_candidates,True,candidate_pending_geography_and_scope,source_transcription_pending_scope_review,,data/longitudinal/blibli_prospectus_2019_2020_candidates.csv,True,True,True
OBS-0116,Blibli/GDN,3P Retail,FY2019,2019.0,annual,issuer/segment scope; geography under review,Includes online travel; do not equate booked travel abroad with transactions produced within Indonesia,TPV,29160785.0,net revenue,-219189.0,IDR,million,direct prospectus transcription,direct prospectus transcription,raw_sources/blibli_prospectus.pdf,Operating metrics printed p32 (PDF p58); Revenue components printed pp38-39,,,yes,same segment and year,direct_pair_segment_or_group,blibli_prospectus_candidates,True,candidate_pending_geography_and_scope,source_transcription_negative_revenue_no_positive_ratio,,data/longitudinal/blibli_prospectus_2019_2020_candidates.csv,True,False,False
OBS-0117,Blibli/GDN,Institutions,FY2019,2019.0,annual,issuer/segment scope; geography under review,Domestic operations description; business model includes wholesale/direct selling,TPV,917541.0,net revenue,678734.0,IDR,million,direct prospectus transcription,direct prospectus transcription,raw_sources/blibli_prospectus.pdf,Operating metrics printed p32 (PDF p58); Revenue components printed p39,,,yes,same segment and year,direct_pair_segment_or_group,blibli_prospectus_candidates,True,candidate_pending_geography_and_scope,source_transcription_pending_scope_review,,data/longitudinal/blibli_prospectus_2019_2020_candidates.csv,True,True,True
OBS-0118,Blibli/GDN,Group,FY2019,2019.0,annual,issuer/segment scope; geography under review,Overlaps all segments; not an additional independent firm,TPV,34409796.0,net revenue,4181448.0,IDR,million,direct prospectus transcription,direct prospectus transcription,raw_sources/blibli_prospectus.pdf,Operating metrics printed p32 (PDF p58); Revenue components printed p39,,,yes,same segment and year,direct_pair_segment_or_group,blibli_prospectus_candidates,True,candidate_pending_geography_and_scope,source_transcription_pending_scope_review,,data/longitudinal/blibli_prospectus_2019_2020_candidates.csv,True,True,True
OBS-0119,Blibli/GDN,1P Retail,FY2020,2020.0,annual,issuer/segment scope; geography under review,Prospectus p88 states historical revenue from Indonesian operations; transaction-location scope still to assess,TPV,3871543.0,net revenue,3426895.0,IDR,million,direct prospectus transcription,direct prospectus transcription,raw_sources/blibli_prospectus.pdf,Operating metrics printed p32 (PDF p58); Revenue components printed p38,,,yes,same segment and year,direct_pair_segment_or_group,blibli_prospectus_candidates,True,candidate_pending_geography_and_scope,source_transcription_pending_scope_review,,data/longitudinal/blibli_prospectus_2019_2020_candidates.csv,True,True,True
OBS-0120,Blibli/GDN,3P Retail,FY2020,2020.0,annual,issuer/segment scope; geography under review,Includes online travel; do not equate booked travel abroad with transactions produced within Indonesia,TPV,13708846.0,net revenue,169633.0,IDR,million,direct prospectus transcription,direct prospectus transcription,raw_sources/blibli_prospectus.pdf,Operating metrics printed p32 (PDF p58); Revenue components printed pp38-39,,,yes,same segment and year,direct_pair_segment_or_group,blibli_prospectus_candidates,True,candidate_pending_geography_and_scope,source_transcription_pending_scope_review,,data/longitudinal/blibli_prospectus_2019_2020_candidates.csv,True,True,True
OBS-0121,Blibli/GDN,Institutions,FY2020,2020.0,annual,issuer/segment scope; geography under review,Domestic operations description; business model includes wholesale/direct selling,TPV,4813274.0,net revenue,702322.0,IDR,million,direct prospectus transcription,direct prospectus transcription,raw_sources/blibli_prospectus.pdf,Operating metrics printed p32 (PDF p58); Revenue components printed p39,,,yes,same segment and year,direct_pair_segment_or_group,blibli_prospectus_candidates,True,candidate_pending_geography_and_scope,source_transcription_pending_scope_review,,data/longitudinal/blibli_prospectus_2019_2020_candidates.csv,True,True,True
OBS-0122,Blibli/GDN,Group,FY2020,2020.0,annual,issuer/segment scope; geography under review,Overlaps all segments; not an additional independent firm,TPV,22393663.0,net revenue,4298850.0,IDR,million,direct prospectus transcription,direct prospectus transcription,raw_sources/blibli_prospectus.pdf,Operating metrics printed p32 (PDF p58); Revenue components printed p39,,,yes,same segment and year,direct_pair_segment_or_group,blibli_prospectus_candidates,True,candidate_pending_geography_and_scope,source_transcription_pending_scope_review,,data/longitudinal/blibli_prospectus_2019_2020_candidates.csv,True,True,True
OBS-0123,Bukalapak,Group,FY2020,2020.0,annual,Group; overseas operations disclosed,Group data; overseas operations disclosed in later annual report,TPV,85081843.0,revenue,1351664.0,IDR,million,direct issuer disclosure,direct issuer disclosure,raw_sources/bukalapak_sr2021_mirror.pdf,Sustainability performance table,,,yes,group pair; geography pending,direct_pair_group,bukalapak_annual_candidates,True,candidate_pending_geography,reported_pair_geography_review_pending,,data/longitudinal/bukalapak_annual_candidates.csv,True,True,True
OBS-0124,Bukalapak,Group,FY2021,2021.0,annual,Group; overseas operations disclosed,Group data; overseas operations disclosed in later annual report,TPV,122618794.0,revenue,1869122.0,IDR,million,direct issuer disclosure,direct issuer disclosure,raw_sources/bukalapak_sr2021_mirror.pdf,Sustainability performance table,,,yes,group pair; geography pending,direct_pair_group,bukalapak_annual_candidates,True,candidate_pending_geography,reported_pair_geography_review_pending,,data/longitudinal/bukalapak_annual_candidates.csv,True,True,True
OBS-0125,Bukalapak,Group,FY2022,2022.0,annual,Group; overseas operations disclosed,AR2023 printed p65 identifies operations in Indonesia and four other countries,TPV,153738958.0,revenue,3618366.0,IDR,million,direct issuer disclosure,direct issuer disclosure,raw_sources/bukalapak_sr2024_mirror.pdf,PDF p6 economic performance table,,,yes,group pair; geography pending,direct_pair_group,bukalapak_annual_candidates,True,candidate_pending_geography,reported_pair_geography_review_pending,,data/longitudinal/bukalapak_annual_candidates.csv,True,True,True
OBS-0126,Bukalapak,Group,FY2023,2023.0,annual,Group; overseas operations disclosed,AR2023 printed p65 identifies operations in Indonesia and four other countries,TPV,164380065.0,revenue,4438269.0,IDR,million,direct issuer disclosure,direct issuer disclosure,raw_sources/bukalapak_sr2024_mirror.pdf,PDF p6 economic performance table,,,yes,group pair; geography pending,direct_pair_group,bukalapak_annual_candidates,True,candidate_pending_geography,reported_pair_geography_review_pending,,data/longitudinal/bukalapak_annual_candidates.csv,True,True,True
OBS-0127,Bukalapak,Group,9M2024_vs_FY2024,2024.0,period_mismatch,Group; overseas operations disclosed,TPV reporting stopped Q4 2024; find matched 9M revenue separately,TPV,124076664.0,revenue,4460266.0,IDR,million,direct issuer disclosure,direct issuer disclosure,raw_sources/bukalapak_sr2024_mirror.pdf,PDF p6 economic performance table and footnote,,,no,group pair; geography pending,invalid_period_pair,bukalapak_annual_candidates,True,exclude,EXCLUDE_PERIOD_MISMATCH,,data/longitudinal/bukalapak_annual_candidates.csv,True,True,False
OBS-0128,Grab,Mobility plus Deliveries segments,FY2019,2019.0,annual,company/segment scope,not country-specific,GMV/GTV,8662.0,matched platform revenue,-629.0,USD,million,direct company historical extract,direct company historical extract,,,,,yes,yes within stated company/segment scope,direct_pair_company_or_segment,historical_company_segment,True,exclude_ratio_negative_denominator,Negative 2019 segment revenue makes a ratio non-interpretable; it is retained as a source observation rather than converted into a ratio.,,data/longitudinal/historical_within_platform_ratios.csv,True,False,False
